0,874896
19.9,582708
20,392815
19.8,263763
20.2,179769
20,122556
0,873570
19.9,578698
20.2,388928
20.1,259707
20,177886
19.8,121673
0,853067
19.9,565794
20.2,381704
20.1,255755
20,174158
19.8,119765
