0,876433
10.2,492099
10.1,281758
10.2,164472
10,96808
10.2,58052
0,874377
10.1,488825
10.1,281325
10.1,163280
9.9,97653
10,57638
0,854991
10.1,480051
10.1,275288
10.1,160508
9.9,95531
10,57150
